,target,monthly_debt_capacity,var_employment_time_in_months,approved_amount,approved_term,approved_interest_amount,var_net_income,default_request_term,person_gender_FEMALE,person_gender_MALE,credit_history_marital_status_C,credit_history_marital_status_D,credit_history_marital_status_S,credit_history_marital_status_V,var_max_sbs_qual_12m_CPP,var_max_sbs_qual_12m_DEFICIENTE,var_max_sbs_qual_12m_DUDOSO,var_max_sbs_qual_12m_NORMAL,var_max_sbs_qual_12m_PERDIDA,person_degree_type_desc_Carrera Tecnica,person_degree_type_desc_Postgrado,person_degree_type_desc_Primaria,person_degree_type_desc_Secundaria,person_degree_type_desc_Universitaria
454,0,0.08229317949999662,0.10227272727272728,0.08547008547008546,6,0.11299654765546477,0.0907744779095393,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
455,1,0.08500057417302198,0.5568181818181818,0.15384615384615385,6,0.13523576454136257,0.09269947878406269,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
456,0,0.1020163605536379,0.46590909090909094,0.042735042735042736,3,0.02854520823318621,0.08344643834610137,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
457,0,0.11602077830841873,0.45454545454545453,0.17094017094017094,6,0.14769042520648518,0.10772029244061987,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
458,1,0.13146805909253645,0.09090909090909091,0.17094017094017094,6,0.14075077568500635,0.09495802287753174,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
459,0,0.08323077026999642,0.25,0.042735042735042736,3,0.027168640475462136,0.08492298362892223,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
460,0,0.08844966529090308,0.29545454545454547,0.17094017094017094,6,0.14769042520648518,0.16945931133032496,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
461,0,0.10236491735285973,0.06818181818181819,0.042735042735042736,3,0.027168640475462136,0.08604406432994019,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
462,0,0.09185417356237208,0.125,0.08547008547008546,6,0.08683739020233362,0.07729416633434777,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
463,1,0.10940090111389567,0.6818181818181819,0.08547008547008546,6,0.08683739020233362,0.15681731790674083,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
464,1,0.15969710684346694,0.1477272727272727,0.21367521367521364,6,0.1779355853690513,0.1441555602196803,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
465,0,0.0627794027249576,0.18181818181818182,0.11111111111111112,10,0.1978106017567627,0.03672998215972295,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
466,0,0.051872817298144414,0.8409090909090909,0.042735042735042736,6,0.0953109295109907,0.07770431780179803,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
467,0,0.1601078094285965,0.8863636363636364,0.042735042735042736,6,0.05309618494078573,0.12975216007276036,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
468,0,0.056194651409425894,0.1590909090909091,0.042735042735042736,6,0.0953109295109907,0.037066673662853745,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
469,0,0.07026796992684362,0.05681818181818182,0.08547008547008546,6,0.11299654765546477,0.04239252107601357,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
470,0,0.11996163173217869,0.22727272727272727,0.3846153846153846,12,0.5722851024778222,0.09411037649980761,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
471,1,0.060401650916312596,0.39749536178107603,0.08547008547008546,6,0.08605952016781017,0.05509497323958443,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
472,0,0.07345766993832707,0.26136363636363635,0.03418803418803419,3,0.024118341126600537,0.08707629342008606,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
473,0,0.06115280432858909,0.1477272727272727,0.08547008547008546,6,0.06641611676790632,0.19609857067897998,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
474,0,0.08287545849404548,0.1477272727272727,0.042735042735042736,3,0.027168640475462136,0.06362245076433344,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
475,1,0.06675943501374637,0.39749536178107603,0.2222222222222222,12,0.3421229733863567,0.05157501661594431,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
476,0,0.1070326062726714,0.2159090909090909,0.21367521367521364,6,0.17785255429795047,0.08864169027879806,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
477,1,0.05709306331439689,0.05681818181818182,0.059829059829059825,6,0.06865358563125465,0.05126893343127995,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
478,0,0.07619343551361465,0.10227272727272728,0.042735042735042736,3,0.027168640475462136,0.08054803466610698,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
479,0,0.07561520950560326,0.4431818181818182,0.08547008547008546,6,0.08605952016781017,0.0831730040577885,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
480,0,0.0930498044434237,0.011363636363636364,0.17094017094017094,6,0.14075077568500635,0.0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
481,0,0.07192564121616601,0.4090909090909091,0.059829059829059825,4,0.04553161735786392,0.08907918518907196,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
482,1,0.11407534501043644,0.9431818181818182,0.08547008547008546,3,0.0470218065813049,0.10528060541504881,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
483,1,0.09303899648065712,0.25,0.1282051282051282,6,0.1113009657824586,0.10127435547626544,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
484,0,0.08224184167685543,0.39749536178107603,0.042735042735042736,3,0.02994362627277892,0.17032217441494385,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
485,0,0.093326758489317,0.7386363636363636,0.042735042735042736,3,0.027168640475462136,0.0824620748242208,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
486,1,0.10170428062875324,0.48863636363636365,0.21367521367521364,6,0.219818205654853,0.12357825819428413,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
487,0,0.15994163700106057,0.38636363636363635,0.08547008547008546,6,0.08185115587991086,0.12474446426697451,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
488,0,0.08250123278325307,0.39749536178107603,0.15384615384615385,6,0.1372722108115195,0.06909113698534299,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
489,0,0.090911178810989,0.4090909090909091,0.042735042735042736,3,0.027168640475462136,0.07194406548431105,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
490,1,0.06982214146272267,0.11363636363636365,0.2393162393162393,12,0.3900581217497706,0.04441267009479834,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
491,0,0.0562270752977256,0.10227272727272728,0.059829059829059825,6,0.11637023117598219,0.03672998215972295,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
492,0,0.07215531042495558,0.6477272727272727,0.08547008547008546,6,0.08683739020233362,0.08549719568335257,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
493,1,0.10211633420922865,0.39749536178107603,0.21367521367521364,6,0.1696062579207272,0.08768467019974116,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
494,0,0.10250677186417094,0.39749536178107603,0.21367521367521364,6,0.16194117904120964,0.13958559250708363,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
495,0,0.11886057052533454,1.0,0.08547008547008546,3,0.0470218065813049,0.10089154745163888,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
496,0,0.17316788143664846,0.09090909090909091,0.042735042735042736,3,0.02354149368526854,0.14628811463252528,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
497,1,0.09169880909760267,0.39749536178107603,0.3846153846153846,12,0.5012454660665123,0.1477759704411096,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
498,0,0.09277690338356785,0.1477272727272727,0.17094017094017094,6,0.14769042520648518,0.12975216007276036,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
499,0,0.08387249305926142,0.39749536178107603,0.16239316239316237,6,0.14367434339902985,0.07223563158078847,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
500,0,0.0890805801174015,0.125,0.042735042735042736,6,0.056592230039767516,0.07004815709938085,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
501,0,0.07824019346253352,0.05681818181818182,0.14529914529914528,6,0.11583271424201375,0.13958559250708363,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
502,0,0.1362816555096968,0.011363636363636364,0.6410256410256411,12,0.9216405191626974,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
503,0,0.18598072129641513,0.75,0.47008547008547,12,0.5253594371367392,0.49740528911743104,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
504,0,0.11263248198109958,0.1477272727272727,0.042735042735042736,6,0.056592230039767516,0.0982191205792843,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
505,0,0.06366160268577875,0.26136363636363635,0.08547008547008546,6,0.08683739020233362,0.13958559250708363,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
506,0,0.09065584069062882,0.5681818181818182,0.08547008547008546,6,0.08683739020233362,0.07302859107286527,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
507,0,0.0829213923358034,0.8522727272727273,0.08547008547008546,6,0.08176812480881004,0.09326273015706442,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
508,1,0.10360783307101508,0.4090909090909091,0.3846153846153846,12,0.6521784731023031,0.07360280312729563,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
509,0,0.17207627719722507,0.06818181818181819,0.0,1,0.00010051129659572645,0.08943464977087487,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
510,0,0.06086098933389175,0.8295454545454546,0.08547008547008546,6,0.09719442380806713,0.045881869381187254,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
511,0,0.09482095934179507,0.875,0.17094017094017094,6,0.14075077568500635,0.11431740535907932,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
512,1,0.07643526368051662,0.5795454545454546,0.13675213675213677,6,0.12655246252676663,0.0477183684891734,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
513,0,0.08658529171367005,0.3977272727272727,0.21367521367521364,12,0.39215137875278594,0.10801902962885228,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
514,0,0.09312951316882714,0.06818181818181819,0.042735042735042736,3,0.027168640475462136,0.07770431780179803,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
515,0,0.060625916143718886,0.09090909090909091,0.07692307692307693,6,0.13742516278459996,0.04272921257914437,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
516,0,0.04179979599970278,0.39749536178107603,0.017094017094017096,6,0.046475549534588996,0.0831730040577885,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
517,0,0.14313930788508433,0.22727272727272727,0.17094017094017094,6,0.14075077568500635,0.10503165774652815,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
518,1,0.12277170205148644,0.011363636363636364,0.3846153846153846,12,0.6521784731023031,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
519,0,0.14898506474645196,0.28409090909090906,0.042735042735042736,5,0.046733382860638904,0.13209226805890792,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
520,1,0.08596383385459237,0.39749536178107603,0.017094017094017096,3,0.018494078573613598,0.05910466295868752,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
521,0,0.09200143205506657,0.32954545454545453,0.08547008547008546,6,0.08683739020233362,0.07830867177388325,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
522,0,0.07331446443167003,0.8863636363636364,0.08547008547008546,6,0.08683739020233362,0.08413002413684542,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
523,1,0.10128682306689454,0.13636363636363635,0.3846153846153846,12,0.6521784731023031,0.16517741165564767,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
524,0,0.10924688764447207,0.6590909090909091,0.17094017094017094,6,0.14769042520648518,0.10224344397803198,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
525,0,0.1233593850269186,0.39749536178107603,0.6068376068376069,12,0.6163352707249925,0.10286581313184315,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
526,0,0.093145725112977,0.7386363636363636,0.08547008547008546,6,0.08683739020233362,0.074259045475216,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
527,0,0.09771208938185208,0.28409090909090906,0.07692307692307693,3,0.04284403268802168,0.07915351967677617,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
528,0,0.09757293686123251,0.07954545454545454,0.042735042735042736,3,0.02854520823318621,0.08131365071536013,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
529,0,0.15065084200784928,0.2727272727272727,0.10256410256410257,5,0.06881527771708255,0.15048215388113478,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
530,1,0.08365498280858422,0.7272727272727273,0.15384615384615385,6,0.17857798365598918,0.0710872074719278,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
531,1,0.049817953377150614,0.03409090909090909,0.042735042735042736,6,0.0953109295109907,0.0372809318921188,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
532,0,0.08415485108653802,0.48863636363636365,0.15384615384615385,6,0.13523576454136257,0.11469082684436982,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
533,0,0.11706915069677586,0.1590909090909091,0.17094017094017094,6,0.14769042520648518,0.1028907079091895,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
534,0,0.09245806848195409,0.5909090909090909,0.17094017094017094,6,0.14075077568500635,0.11227603456116418,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
535,0,0.26121359911915104,0.1590909090909091,0.059829059829059825,7,0.07291002053926496,0.20916646262287056,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
536,0,0.07302264943697269,0.1477272727272727,0.11965811965811966,6,0.11103439234366123,0.09007590862979677,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
537,0,0.1068853477799769,0.8636363636363636,0.08547008547008546,6,0.08683739020233362,0.1186490945884493,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
538,1,0.09950486020575659,0.8295454545454546,0.20512820512820512,6,0.21215749683170915,0.09102056879000946,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
539,1,0.08370902262241707,0.39749536178107603,0.16239316239316237,6,0.14367434339902985,0.0872745187322909,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
540,0,0.1180540263038794,0.4090909090909091,0.17094017094017094,6,0.14075077568500635,0.08692686651275056,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
541,1,0.06237950810259459,0.05681818181818182,0.08547008547008546,6,0.11299654765546477,0.03890317277083989,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
542,1,0.1010139220070387,0.13636363636363635,0.08547008547008546,6,0.08683739020233362,0.08240738797355443,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
543,1,0.1033011571275137,0.06818181818181819,0.08547008547008546,6,0.08683739020233362,0.08549719568335257,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
544,0,0.11239875978627255,0.1477272727272727,0.06837606837606837,3,0.037350871826246565,0.14390579634099415,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
545,0,0.051679624963692,0.8409090909090909,0.042735042735042736,6,0.0953109295109907,0.08413002413684542,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
546,1,0.10713393092360797,0.13636363636363635,0.042735042735042736,6,0.08456933094436919,0.0781964995627383,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
547,0,0.059816669931572086,0.6704545454545454,0.06837606837606837,6,0.07473670410348295,0.1944785508447896,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
548,1,0.05798066725660131,0.19318181818181818,0.06837606837606837,6,0.07473670410348295,0.08992683153181516,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
549,1,0.13287579624288193,0.3181818181818182,0.21367521367521364,6,0.17785255429795047,0.11762840917200126,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
550,0,0.07399266409527219,0.13636363636363635,0.08547008547008546,6,0.08683739020233362,0.05442159023332284,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
551,0,0.08051121663885868,0.5681818181818182,0.042735042735042736,3,0.02854520823318621,0.06657554132997516,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
552,1,0.12403758469052074,0.09090909090909091,0.17094017094017094,6,0.14769042520648518,0.12653904456571172,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
553,0,0.09243645255642095,0.06818181818181819,0.17094017094017094,6,0.14075077568500635,0.07770431780179803,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
554,0,0.08369956565499632,0.5568181818181818,0.042735042735042736,3,0.030188349429707648,0.06645503200755588,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
555,0,0.05184444639588217,0.8863636363636364,0.042735042735042736,6,0.056592230039767516,0.06471618802252774,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
556,0,0.08106512473064531,0.28409090909090906,0.05128205128205128,3,0.03206747367041035,0.10224344397803198,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
557,1,0.08187842392882957,0.06818181818181819,0.08547008547008546,6,0.08683739020233362,0.06690366250393535,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
558,1,0.06846709313086417,0.8181818181818182,0.10256410256410257,6,0.12939299916968933,0.07289187392870887,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
559,1,0.07320638480400435,0.39749536178107603,0.2222222222222222,10,0.26834768168509376,0.045943086018120124,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
560,0,0.10411445632569796,0.7159090909090909,0.17094017094017094,6,0.14769042520648518,0.09096588193934306,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
561,1,0.05333054127628531,0.20454545454545453,0.05128205128205128,6,0.062640388061006,0.09782908314968342,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
562,0,0.10932929836056715,0.7613636363636364,0.08547008547008546,6,0.08683739020233362,0.09102056879000946,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
563,0,0.12077087794432549,0.3181818181818182,0.17094017094017094,6,0.14769042520648518,0.12178583506488964,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
564,0,0.11717317733840407,0.11363636363636365,0.21367521367521364,6,0.219818205654853,0.10211897016126212,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
565,0,0.14642763055681274,0.4431818181818182,0.08547008547008546,6,0.08185115587991086,0.10786966103473608,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
566,1,0.1903444362634171,0.18181818181818182,0.21367521367521364,6,0.1779355853690513,0.17492811417777313,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
567,1,0.10379832341477584,0.3181818181818182,0.17094017094017094,6,0.14769042520648518,0.08823153881134782,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
568,0,0.06738089287282406,0.39749536178107603,0.0,2,0.005265917930341301,0.08570329170602023,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
569,0,0.0912840535264356,0.7613636363636364,0.042735042735042736,3,0.027168640475462136,0.08579797344947006,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
570,0,0.14360810327008425,0.39749536178107603,0.5555555555555556,12,0.6773762181532142,0.10971187368384232,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
571,0,0.047961685771992515,0.8181818181818182,0.10256410256410257,12,0.22511034392343665,0.04591247769965369,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
572,1,0.1000898411904971,0.13636363636363635,0.07692307692307693,3,0.04284403268802168,0.08281753944100466,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
573,0,0.10210147326042462,0.39749536178107603,0.452991452991453,12,0.5830398112135647,0.07283718707804247,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
574,1,0.12728672849722034,0.8409090909090909,0.3846153846153846,12,0.6521784731023031,0.09134868996396965,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
575,0,0.08719459061463534,0.1477272727272727,0.042735042735042736,3,0.027168640475462136,0.06809528806800294,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
576,1,0.09813224893440242,0.18181818181818182,0.08547008547008546,6,0.11299654765546477,0.0821339536502606,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
577,0,0.07037334756381763,0.2159090909090909,0.025641025641025647,3,0.020635406196739946,0.09873141637807395,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
578,1,0.10737711008585575,0.07954545454545454,0.21367521367521364,6,0.219818205654853,0.09096588193934306,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
579,1,0.09212977661291959,0.39749536178107603,0.37606837606837606,12,0.5465629506620636,0.062255279217826295,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
580,0,0.059576192760015946,0.4090909090909091,0.042735042735042736,6,0.056592230039767516,0.05815580508622801,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
581,0,0.08224184167685543,0.011363636363636364,0.1282051282051282,6,0.11708692042127344,0.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
582,0,0.051286485318058087,0.1477272727272727,0.042735042735042736,6,0.0953109295109907,0.04579004442578795,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
583,0,0.059686974378373274,0.4772727272727273,0.06837606837606837,6,0.12689769698029105,0.04447388673173121,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
584,0,0.08287545849404548,0.39749536178107603,0.15384615384615385,6,0.1372722108115195,0.06362245076433344,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
585,0,0.11712048851991705,0.8863636363636364,0.17094017094017094,6,0.14769042520648518,0.10473292055829574,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
586,0,0.09343618911232851,0.8863636363636364,0.08547008547008546,6,0.08683739020233362,0.07455982324133348,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
587,1,0.051422935847986004,0.32954545454545453,0.042735042735042736,6,0.0953109295109907,0.03703606534438731,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
588,1,0.07930612879038632,0.8181818181818182,0.29059829059829057,12,0.512786784949526,0.053289082450064716,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
589,1,0.08224184167685543,0.011363636363636364,0.30769230769230765,12,0.5395970808023425,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
590,0,0.05766723633637083,0.20454545454545453,0.008547008547008544,3,0.013818118253725474,0.083391751495435,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
591,0,0.09409412384574337,0.5909090909090909,0.17094017094017094,6,0.14769042520648518,0.12367783723370764,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
592,1,0.0869487094616959,0.39749536178107603,0.3504273504273504,12,0.48346807673819003,0.05653356420750691,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
593,1,0.08269172312701384,0.36363636363636365,0.042735042735042736,3,0.02854520823318621,0.06343104673452968,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
594,0,0.12093434838116983,0.75,0.08547008547008546,3,0.0470218065813049,0.1030400765033057,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
595,0,0.08287545849404548,0.8863636363636364,0.042735042735042736,3,0.027168640475462136,0.06362245076433344,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
596,1,0.12808921973263804,0.6818181818181819,0.21367521367521364,6,0.17785255429795047,0.11469082684436982,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
597,0,0.13121272097217626,0.06818181818181819,0.17094017094017094,6,0.14769042520648518,0.11469082684436982,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
598,1,0.0782631603834125,0.20454545454545453,0.28205128205128205,12,0.49938382205130455,0.0589210130478889,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
599,0,0.1734407824965043,0.8863636363636364,0.08547008547008546,6,0.0719354979679238,0.14780086518347502,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
600,0,0.07970872540344098,0.9318181818181819,0.05128205128205128,3,0.028265524625267664,0.130540863574352,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
601,1,0.134226791588703,0.26136363636363635,0.21367521367521364,6,0.219818205654853,0.11680688190436213,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
602,0,0.07427096913651132,0.011363636363636364,0.03418803418803419,3,0.02493991172486125,0.20149018784762304,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
603,1,0.06452218672106674,0.39749536178107603,0.17948717948717946,10,0.23705370799283312,0.03933168922937,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
604,0,0.08423320881659563,0.6136363636363636,0.042735042735042736,3,0.02854520823318621,0.08005981739951727,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
605,1,0.06485182958544708,0.8409090909090909,0.09401709401709403,6,0.12119477341257703,0.056564172525973344,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
606,0,0.10439411236228292,0.1477272727272727,0.17094017094017094,6,0.14769042520648518,0.09664078077447792,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
607,0,0.10085990853761509,0.13636363636363635,0.17094017094017094,6,0.14075077568500635,0.08866267884003218,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
608,0,0.08224184167685543,0.4090909090909091,0.05128205128205128,3,0.032932744832408344,0.09665331559799908,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
609,0,0.0747194995913239,0.39749536178107603,0.2735042735042735,12,0.3869247913298082,0.057696680309231474,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
610,0,0.08581657536189788,0.39749536178107603,0.17094017094017094,6,0.13967574181706946,0.07729416633434777,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
611,1,0.09662318713312033,0.8181818181818182,0.08547008547008546,6,0.08605952016781017,0.0790714893832861,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
612,1,0.08717837867048549,0.23863636363636365,0.3333333333333333,12,0.5798059694970066,0.06310292556056948,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
613,1,0.06514499557549025,0.8181818181818182,0.20512820512820512,12,0.3787484158545646,0.16156767061951235,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
614,1,0.04911948878336114,0.8181818181818182,0.11965811965811966,12,0.2283135952453787,0.048575401406233606,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
615,0,0.0960760340180628,0.8522727272727273,0.1965811965811966,6,0.16576060831184725,0.07729416633434777,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
