idPrestamo,target,monthly_debt_capacity,var_employment_time_in_months,approved_amount,approved_term,approved_interest_amount,var_net_income,person_gender,credit_history_marital_status,var_max_sbs_qual_12m,person_degree_type_desc,default_request_term,default_request_amount
LIBDISP0471022720,0,563.74,70,"1,400",3,120.11,2254.945,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8016285904,0,336,,"3,200",12,831.69,1120,MALE,S,NORMAL,Secundaria,0,0
LIBDISP3978742138,1,"3,113.48",77,"1,000",6,93.48,8895.653707,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5613027487,0,404.41,76,"2,000",6,277.51,2913.581667,MALE,C,NORMAL,Universitaria,1,0
LIBDISP4346494065,0,"1,849",68,"3,000",6,525.83,7396.931667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1601372732,0,547.26,11,"2,700",6,388.46,5413.666667,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP3510106117,0,186.67,69,"1,700",12,537.94,2209.608333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5843628165,0,559.55,81,"1,400",3,120.11,2330.766667,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3803846317,0,292.82,12,"2,600",12,797.49,1114.75,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8456501639,0,503.52,12,"2,500",6,360.78,3189.92,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2085397199,1,"1,099.12",71,"5,000",12,"1,088.15",4346.166667,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP6587906764,1,334.02,69,"2,000",12,573.97,1282.75,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP5741706776,0,552.12,10,"1,300",3,112.14,2541.816667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP0916378799,0,"1,031.01",12,"2,500",6,344.9,3605.42808,MALE,S,NORMAL,Postgrado,1,0
LIBDISP0320044092,0,353.46,6,"1,800",6,263.7,1732.5,FEMALE,S,NORMAL,Postgrado,1,0
LIBDISP5112773336,1,896.61,,"3,000",12,755.82,3727.016667,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8968202603,1,250,2,"1,200",6,289.11,1279.25,MALE,S,CPP,Universitaria,1,0
LIBDISP8751438700,0,"1,953.12",71,"2,500",12,568.84,6311.558333,MALE,C,NORMAL,Universitaria,0,0
LIBDISP1211459945,0,585.62,28,"1,000",3,84.99,2342.491667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4685009667,1,745.83,14,"2,000",6,290.75,2983.325,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1533420380,1,397.32,1,"2,000",6,375.18,1649.375,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP1889081368,0,329.72,77,"1,500",6,221.53,3765.446667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP4142867683,0,598.13,73,"1,500",6,221.43,2392.518333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP3904207237,0,"2,649.64",76,"2,700",7,359.55,7570.4,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP0536093532,0,605.21,12,"1,000",3,84.99,2420.83,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP9908044190,0,423.28,47,"1,000",3,84.99,1693.125,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP1563013761,0,679.29,57,"1,500",6,210.12,2577.773333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7030303984,0,442.85,31,"1,500",6,221.53,2038.365,MALE,S,CPP,Universitaria,1,0
LIBDISP6958471658,1,279.69,11,"1,300",6,313.2,1400,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3755081002,0,"1,581.41",12,"12,000",9,"1,977.49",6870.724413,FEMALE,S,DEFICIENTE,Universitaria,0,0
LIBDISP1038793270,0,553.97,3,"1,300",3,112.89,2215.861667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6410379018,0,547.42,18,"2,700",6,388.29,2298.718333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP4593935201,0,"2,288.71",71,"1,500",6,245.23,7629.028333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9550483022,0,333.76,19,"3,100",12,859.91,1125.25,MALE,C,NORMAL,Universitaria,0,0
LIBDISP9360796976,0,457.82,74,"2,000",6,290.62,1831.281667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP2595870867,0,829.38,31,"1,000",4,101.86,2764.591667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP7177493223,1,"1,046.79",77,"3,000",6,429.99,4319.081667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP4956675433,0,425.47,33,"1,500",6,281.39,1701.875,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3657639838,0,427.22,77,"1,000",3,84.99,1708.875,MALE,S,NORMAL,Secundaria,1,0
LIBDISP7663925658,1,257.8,17,"1,200",6,179.92,1575.875,MALE,S,NORMAL,Secundaria,1,0
LIBDISP6610771604,0,265.4,26,"1,300",6,281.25,2223.678333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP7175714456,1,"1,018.90",6,"2,500",6,344.9,3687.163333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1045175024,1,684.62,63,"2,500",6,360.78,3072.951667,MALE,C,NORMAL,Universitaria,0,0
LIBDISP9708850893,0,"3,117.17",16,500,1,23.05,7078.902213,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP3291676103,0,308.4,,"1,000",6,184.53,1400,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP0346110672,1,899.69,9,"5,000",12,"1,515.20",2998.981667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5836985787,0,726.51,34,"2,500",6,344.9,2748.176667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4939519776,1,122.32,,600,6,110.72,1750,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8181694765,0,305.36,57,"1,500",6,221.43,1609.125,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5428571998,1,247.31,38,"2,200",12,696.15,1649.375,MALE,S,NORMAL,Universitaria,0,0
LIBDISP6377838388,0,434.2,,"4,100",12,"1,006.40",2183.031667,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP7968538390,0,568.5,,"3,000",6,393.39,2209.608333,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP3936916943,0,199.45,,"1,000",6,184.53,1518.125,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8279609304,0,545.16,19,"2,500",6,360.78,2597.315,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6623424474,0,761.85,41,"1,500",6,221.53,3095.056667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4673180818,0,587.33,12,"1,500",6,221.53,2379.17,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP4416462376,0,"7,243.20",73,"1,000",12,349.77,28587,MALE,C,NORMAL,Universitaria,0,0
LIBDISP2818423353,0,350,,500,2,34.87,3465,MALE,S,NORMAL,Universitaria,0,0
LIBDISP4067481295,0,535.65,20,"1,300",3,112.14,2519.93,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9373402724,1,512.74,17,"1,500",12,474.65,1714.125,MALE,S,NORMAL,Secundaria,0,0
LIBDISP2174809898,0,500,11,"2,500",6,360.78,3695.04,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1358940018,1,346.72,73,"1,500",6,281.39,1386.875,MALE,S,NORMAL,Secundaria,1,0
LIBDISP6559685361,0,546.15,18,"1,000",3,88.14,2184.595,MALE,S,NORMAL,Secundaria,0,0
LIBDISP9370215028,1,354.97,17,"1,500",6,221.53,1771,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9590581319,0,727.29,69,500,1,23.05,1468.25,MALE,S,NORMAL,Secundaria,0,0
LIBDISP8486837732,1,450,67,"1,000",3,88.14,2300.281667,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP6905986513,0,334.99,7,"1,600",6,300.15,1800.796667,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP3854929347,0,462.2,44,"1,000",3,84.99,2156.455,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP6255736684,0,590.06,12,"1,000",3,84.99,2499.17,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5362480542,1,875.58,36,"8,000",12,"2,131.81",2983.325,MALE,C,NORMAL,Universitaria,0,0
LIBDISP3361638587,0,585.36,60,"2,000",12,632.87,1996.995,MALE,C,NORMAL,Universitaria,0,0
LIBDISP1467351551,0,317.33,,"1,000",6,166.43,1377.25,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6954808991,0,398.59,7,"1,000",3,88.23,3077.976667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP1933517219,1,454.69,50,"1,500",6,221.53,1818.775,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6968803013,0,"1,093.36",72,"1,000",12,423.49,3973.965,MALE,C,NORMAL,Universitaria,0,0
LIBDISP6466208226,0,380,,500,2,33.47,3465,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8669716239,0,263.52,10,"1,200",6,180,2011.065,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6124737392,0,268.53,9,"1,200",6,289.11,1168.125,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1479308770,0,273.91,59,600,3,55.8,2136.131667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1871163377,0,415,0,"2,000",6,290.75,0,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5725299845,0,"1,024.06",13,"5,000",12,"1,515.20",4315.565,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5717204915,1,431.93,21,"1,000",3,84.99,2377.666667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5569585424,0,472.5,0,"1,200",3,94.79,1575,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1516990657,0,937.73,12,"2,500",6,360.78,3792.6,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP8138542165,1,350,0,"1,700",6,249.22,0,MALE,C,NORMAL,Universitaria,1,0
LIBDISP4831528651,1,286.15,4,"1,300",6,313.2,1392.125,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5385652405,1,323.43,3,"1,500",6,221.53,1518.125,MALE,S,NORMAL,Primaria,1,0
LIBDISP4740931326,0,532.67,77,"1,000",3,84.99,2193.193333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2353617394,0,782.09,74,"2,100",3,163.59,3827.361667,MALE,S,NORMAL,Secundaria,1,0
LIBDISP7637775783,1,285.97,52,"1,300",6,313.2,1502.375,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP0743664872,0,450,21,"2,000",6,290.75,3339.158333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3172573302,0,254.26,,"1,200",6,221.44,1569.75,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6663640574,0,876.41,26,"5,000",12,"1,515.20",4420.891667,MALE,S,NORMAL,Postgrado,0,0
LIBDISP0269693559,0,587.16,79,"1,000",3,88.14,2378.448333,MALE,C,NORMAL,Secundaria,0,0
LIBDISP1241056893,0,396.92,44,"1,900",6,276.9,2556.668333,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP9404986300,1,322.04,42,"2,900",12,889.51,1120.875,MALE,S,NORMAL,Universitaria,0,0
LIBDISP4233212541,1,400,2,"2,000",6,290.75,3356.95,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP7263743603,0,748.86,70,"2,500",12,568.84,3312.826667,MALE,S,NORMAL,Secundaria,0,0
LIBDISP4292608277,0,"1,115.13",27,"3,000",6,429.99,4558.303333,MALE,S,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP8799937814,0,"1,298.46",,"5,000",12,"1,241.66",4595.25,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8708880922,0,600,80,"1,500",3,131.46,2917.851667,MALE,C,CPP,Universitaria,1,0
LIBDISP5640007391,0,428.7,44,"2,100",6,304.45,1975.108333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5940670028,0,513.93,3,"2,500",6,360.78,2834.941667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP9290037443,0,920.45,0,"1,000",4,100.01,3465,MALE,S,NORMAL,Postgrado,0,0
LIBDISP7964145772,0,983.47,,"9,000",12,"1,677.91",2866.99,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7220660080,1,318.86,42,"2,900",12,889.51,1137.5,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2849049503,0,474.38,79,"1,500",6,221.53,2435.51,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3108681076,1,550,0,"2,500",6,360.78,0,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5383446464,0,857.94,82,"2,300",3,178.72,3459.43,MALE,S,NORMAL,Universitaria,0,0
LIBDISP3541603886,0,"1,058.22",33,"1,000",6,144.19,3776.833333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1305560849,0,430,79,"2,000",6,290.75,7612.788333,MALE,C,NORMAL,Postgrado,1,0
LIBDISP7893658471,0,450.59,66,"1,000",3,84.99,1802.36,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5017928358,0,678.17,35,"3,000",6,429.99,3816.686667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6111247813,0,353.21,43,"1,700",6,249.22,3278.666667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP0537718045,0,700.53,59,"1,500",3,130.42,2802.111667,FEMALE,S,NORMAL,Postgrado,0,0
LIBDISP7535928357,0,390.34,48,900,3,79.89,1914.92,FEMALE,S,DEFICIENTE,Carrera TÃƒÂ©cnica,1,0
LIBDISP4807272536,1,225.26,,"1,100",6,202.98,1221.5,MALE,S,CPP,Secundaria,0,0
LIBDISP0578598815,0,802.06,21,"2,500",6,360.78,3326.11,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP9318034718,0,482.95,28,"2,500",6,307.65,2741.923333,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP1299306009,0,603.04,81,"1,500",3,131.46,2603.568333,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5527186847,1,670.43,40,"2,500",6,360.78,2681.735,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP2608497896,0,"1,007.86",,900,2,55.66,2919.986667,MALE,C,NORMAL,Universitaria,0,0
LIBDISP9942058461,1,285.46,,"1,400",6,258.34,2034.515,MALE,S,NORMAL,Secundaria,1,0
LIBDISP8919840747,1,437.56,79,"1,000",3,88.14,1972.763333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0434759407,0,268.61,26,"1,300",6,193.76,1369.375,FEMALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP4437680218,1,665.72,23,"6,300",12,"1,678.80",2259.635,MALE,S,NORMAL,Secundaria,0,0
LIBDISP8513537026,0,437.5,7,"2,200",6,412.7,1750,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6111929601,0,773.76,71,600,1,26.76,3095.056667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP0778084505,1,237.17,19,"1,100",6,265.01,2162.708333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8841449556,1,617.63,12,"1,000",3,84.99,2470.5,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5010517524,0,248.27,23,"1,200",6,179.92,1563.625,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2199606969,1,894.51,14,"1,000",6,152.32,4079.906667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP3191054382,0,516.6,71,"4,000",12,"1,226.90",2163.49,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9310935877,0,507.84,2,"2,500",6,360.78,2511.331667,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP1518619160,1,613.42,11,"4,000",12,"1,226.90",2231.495,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP2282150571,1,309.47,18,"1,500",6,221.43,1416.625,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9217400084,0,473.56,7,"4,300",12,"1,318.92",1771.875,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP3266147051,0,340,,500,2,34.87,2500,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9517622768,0,566.39,4,"1,500",6,187.33,6176.225,FEMALE,S,CPP,Universitaria,1,0
LIBDISP2801927637,0,419,8,"2,000",6,375.18,1750,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP0003799412,1,407.13,8,"1,500",12,474.65,1400,MALE,S,NORMAL,Secundaria,0,0
LIBDISP6294446323,0,267.22,5,"1,300",6,193.84,1518.125,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP2104820962,0,396,0,"2,000",6,375.18,0,MALE,S,NORMAL,Secundaria,1,0
LIBDISP7394324449,1,582.41,,"3,000",6,410.93,2912.158333,FEMALE,S,CPP,Universitaria,1,0
LIBDISP6655533785,0,426.18,61,"1,000",3,88.23,2153.328333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5092829645,0,342.97,55,"1,500",6,223.15,1189.125,MALE,C,NORMAL,Secundaria,1,0
LIBDISP1486824562,1,395.47,,"3,700",12,961.64,1347.5,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8108904138,1,"1,102.54",17,"1,500",6,221.53,3928.185,FEMALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP8721831688,1,727.2,52,"3,000",6,429.99,3888.616667,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP3238702140,0,578,44,"1,400",3,120.11,2312.006667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3236435720,0,"1,030.77",77,"2,000",6,290.75,4255.785,MALE,S,NORMAL,Secundaria,0,0
LIBDISP0137210440,0,"1,207.59",72,"2,000",12,632.87,4341.896667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP0562561258,0,354.4,73,"1,700",6,249.11,1846.133333,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP8706664541,1,959.43,6,"2,500",6,344.9,3642.328333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8221443922,0,"3,185.14",,500,2,34.87,9286,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP3288814154,1,398.25,11,"1,900",6,276.9,2209.608333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP1120296523,0,309.07,73,"1,500",6,281.39,1671.25,MALE,S,NORMAL,Secundaria,1,0
LIBDISP7589595383,0,480,0,"2,400",6,331.42,0,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP7147320027,0,462.79,76,"1,000",3,84.99,2702.84,MALE,S,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP7550522047,0,582.21,77,"2,500",6,360.78,2748.958333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9492356845,1,560.65,13,"5,000",12,"1,515.20",2254.163333,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP1564944424,0,449.81,23,"1,500",6,221.53,1799.233333,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5218112299,0,"1,137.78",21,"1,000",6,152.32,4551.126667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6337946197,0,622.95,13,"2,500",6,360.78,3278.666667,FEMALE,S,CPP,Universitaria,1,0
LIBDISP9571681425,0,700.53,9,"1,500",3,130.42,2802.111667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6008294151,1,311.1,14,"1,000",12,392.87,1050.875,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5163985278,0,539.11,8,"1,500",6,221.53,4392.913333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7304787435,0,399.88,71,"2,500",12,568.84,2639.525,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP6208508655,0,675.32,81,"1,500",3,131.46,2641.088333,FEMALE,S,CPP,Universitaria,0,0
LIBDISP6760090452,0,"1,309.66",43,"5,000",12,"1,515.20",4588.845,FEMALE,S,DEFICIENTE,Universitaria,0,0
LIBDISP4299305644,0,504.4,56,"1,000",3,84.99,2209.608333,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP6962817322,0,284.08,71,"1,300",6,313.2,1507.625,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5405140104,0,417.06,77,"1,000",3,88.14,1728.125,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP1614237401,0,400,47,"2,000",6,290.75,1975.108333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP4067011986,0,607.54,75,"3,000",6,429.99,5059,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1016832102,0,308.62,60,"1,500",6,281.39,2509.768333,MALE,C,CPP,Universitaria,1,0
LIBDISP6085816893,1,725.24,,"3,000",6,393.39,3739.115,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP6630732125,0,518.24,71,"2,600",6,455.72,2534,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP5234309144,0,417.4,21,"2,000",6,290.62,2174.433333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP0349833197,0,555.04,10,"2,500",6,438.19,2377.666667,MALE,C,NORMAL,Universitaria,1,0
LIBDISP6739264587,0,620.07,,"4,000",12,981.86,2166.616667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9241308522,0,340.62,,"3,200",12,831.69,1986.833333,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9192233349,0,390.03,22,"1,300",6,193.84,1866.545,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP2581896642,0,553.75,68,"2,800",6,402.31,3990.333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7508706086,0,353.85,,"3,300",12,857.68,1386.875,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP6261171924,1,531.61,9,"2,700",6,371.51,2982.613333,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP2293768222,0,415.63,26,"1,000",3,84.99,1662.5,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0465872858,0,316.48,11,"1,500",6,281.39,1312.5,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP5485318364,0,441.28,61,"1,100",3,94.51,2215.861667,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP7653453859,1,863.31,77,"2,500",6,360.78,3473.663333,MALE,S,NORMAL,Secundaria,1,0
LIBDISP8287460065,0,537.61,77,"1,000",3,84.99,2283.866667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP9544495443,0,574.88,15,500,3,46.47,2299.5,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5313159969,0,374.51,77,"1,500",6,221.53,1818.775,FEMALE,C,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP2418442107,0,225,42,"1,000",6,152.32,2534,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7313646253,1,489.14,12,"1,000",3,88.14,2494.916667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4810990861,0,336,14,"1,000",6,201.33,1120,MALE,S,NORMAL,Secundaria,1,0
LIBDISP4410144121,0,622.71,12,500,1,23.05,1395.625,MALE,S,NORMAL,Universitaria,0,0
LIBDISP4583311707,1,447.56,,"4,200",12,"1,091.59",1491.875,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP8082828102,1,527.52,6,"1,500",6,281.39,2184.595,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2588949771,0,549.15,8,"2,500",6,344.9,2922.833333,MALE,S,NORMAL,Secundaria,1,0
LIBDISP8678380050,0,285,11,"1,400",6,207.59,2451.143333,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP7230998527,1,329.14,7,"1,500",12,430.48,1180.375,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP7553502445,1,546,60,"5,000",12,"1,515.20",7204.758333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9115259116,0,381.64,41,"1,900",6,276.9,2922.833333,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP7702983757,1,"2,277.60",25,"5,000",12,"1,515.20",9918.891667,MALE,C,NORMAL,Universitaria,0,0
LIBDISP9442568389,1,372.92,24,"1,800",6,337.67,1711.5,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP2131885039,0,"1,761.30",12,"6,000",8,948.35,6367.92512,MALE,C,NORMAL,Universitaria,0,0
LIBDISP7318221991,0,755.45,13,"1,200",3,95.95,3254.666667,MALE,C,NORMAL,Secundaria,0,0
LIBDISP0178623130,0,362.28,8,800,3,70.37,2665.32,MALE,S,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP4738848798,0,543,0,"5,000",12,"1,515.20",0,MALE,S,CPP,Universitaria,0,0
LIBDISP7907624534,0,"1,015.09",56,"3,000",6,429.99,4114.163333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6964319095,0,869.76,12,"2,500",6,344.9,3122.658,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2776296829,0,335.82,22,"1,600",6,235.37,3990.333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8825254319,0,925.98,37,"2,500",6,344.9,3100.75,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP6144440563,0,399.98,40,"1,000",3,84.99,1649.375,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3123598571,1,548,0,"5,000",12,"1,088.15",0,MALE,S,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP7007913580,1,889.23,24,"2,000",6,290.62,3556.928333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5575964631,1,466.59,51,"1,000",3,84.99,2340.146667,MALE,S,NORMAL,Secundaria,1,0
LIBDISP4211286451,0,477.17,15,"1,000",3,84.99,1908.666667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0941161836,0,464.46,26,"1,000",3,84.99,1857.858333,MALE,S,NORMAL,Secundaria,0,0
LIBDISP1892495789,0,581.87,7,"1,400",3,120.86,2566.048333,MALE,S,NORMAL,Secundaria,1,0
LIBDISP6479937525,0,251.59,,"1,200",6,221.44,1449,MALE,S,CPP,Secundaria,1,0
LIBDISP9743197286,0,707.59,76,"2,000",6,290.75,2922.121667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9507673797,0,432.28,76,"2,100",6,304.59,2538.69,FEMALE,S,NORMAL,Universitaria,1,0
